73b16d8e-0100-48ab-8336-9636969f9d50|0001|00010001|小熱狗|null|TW|null|null|0.0|0.0|null|null|null|1|15.0|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|null|0|0|0|0|0|1|product-button-color-default|large|0|1245304840|1245304840|null|null|0|0|1.0|0|unit|0|0|0|2|0|0|0
828ece3d-d1dd-4ac1-823e-5b9a43a18bca|0001|00010002|菠蘿麵包|null|TW|null|null|0.0|0.0|null|null|null|1|20.0|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|null|0|0|0|0|0|1|product-button-color-default|large|0|1245304840|1245304840|null|null|0|0|2.0|0|unit|0|0|0|2|0|0|0
3e050d77-9cac-4944-9680-6b27ec199a3f|0001|00010003|紅豆麵包|null|TW|null|null|0.0|0.0|null|null|null|1|22.0|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|null|0|0|0|0|0|1|product-button-color-default|large|0|1245304840|1245304840|null|null|0|0|3.0|0|unit|0|0|0|2|0|0|0
0418d6e9-53f7-4413-92ad-34e126f61221|0001|00010004|紅麴梅香|null|TW||0.0|0.0|0.0|null|0.0|null|1|23.0|0.0|0.0|0|0.0|0.0|0.0|0|0.0|0.0|0.0|0|0.0|0.0|0.0|0|0.0|0.0|0.0|0|0.0|0.0|0.0|0|0.0|0.0|0.0|0|0.0|0.0|0.0|0|0.0|0.0|0.0||0|0|0|0|0|1|product-button-color-default|large|0|1245304840|1245304840|null|null|0|0|4.0|0|unit|0|0|0|2|0|0|0
30014a48-9067-4c74-b79a-7797da7ea9a7|0001|00010005|克林姆麵包|null|TW||0.0|0.0|0.0|null|0.0|null|1|25.0|0.0|0.0|0|0.0|0.0|0.0|0|0.0|0.0|0.0|0|0.0|0.0|0.0|0|0.0|0.0|0.0|0|0.0|0.0|0.0|0|0.0|0.0|0.0|0|0.0|0.0|0.0|0|0.0|0.0|0.0||0|0|0|0|0|1|product-button-color-default|large|0|1245304840|1245304840|null|null|0|0|6.0|0|unit|0|0|0|2|0|0|0
68493311-5aec-421a-a7bc-db4c9e8291b0|0001|00010006|鹹奶油|null|TW|null|null|0.0|0.0|null|null|null|1|25.0|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|null|0|0|0|0|0|1|product-button-color-default|large|0|1245304840|1245304840|null|null|0|0|6.0|0|unit|0|0|0|2|0|0|0
dbd0ba0c-2050-4f32-96cd-849319acba75|0001|00010007|花生麵包|null|TW|null|null|0.0|0.0|null|null|null|1|25.0|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|null|0|0|0|0|0|1|product-button-color-default|large|0|1245304840|1245304840|null|null|0|0|7.0|0|unit|0|0|0|2|0|0|0
9024eb97-bfb9-4cb3-bedb-04bb1125e79f|0001|00010008|芝麻麵包|null|TW|null|null|0.0|0.0|null|null|null|1|25.0|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|null|0|0|0|0|0|1|product-button-color-default|large|0|1245304840|1245304840|null|null|0|0|8.0|0|unit|0|0|0|2|0|0|0
fa3f9b1a-fffb-4da4-ad2e-df51a730e1ca|0001|00010009|香蔥麵包|null|TW|null|null|0.0|0.0|null|null|null|1|25.0|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|null|0|0|0|0|0|1|product-button-color-default|large|0|1245304841|1245304841|null|null|0|0|9.0|0|unit|0|0|0|2|0|0|0
ef97114f-e27a-4afa-90c3-edce89f279d4|0001|00010010|起士條|null|TW|null|null|0.0|0.0|null|null|null|1|28.0|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|0|null|null|null|null|0|0|0|0|0|1|product-button-color-default|large|0|1245304841|1245304841|null|null|0|0|10.0|0|unit|0|0|0|2|0|0|0
