c6c8f72f-47c2-49a0-8f61-f3ac6104bfcf|7a16a653-2f50-418d-9d56-c62a40cf7a9f|||||-20%*|0.2|%|-7.0|||||||1245983292|1245983292
655f944e-3fd8-4274-83e1-422a30b45228|f884bf65-0175-46da-a868-320c2235043e|||||-20%*|0.2|%|-7.0|||||||1246000838|1246000838
878d8da8-c4fb-4e07-a093-82092aacb9fc|95c1f706-81fd-4daa-a47f-8c1acabca2e9|||||-20%*|0.2|%|-42.0|||||||1246006629|1246006629
36cce9c1-f628-49a5-9ed3-658dfb5ec1b7|45fb08b2-2303-48c5-bdd0-e68bc9ac5ee7|||||-10%*|0.1|%|-10.0|||||||1246267216|1246267216
851233a6-5dd1-408a-9925-1ba4ad6f7489|da32d14d-2314-4cf0-90af-0694e2bb219d|||||-10%*|0.1|%|-20.0|||||||1246350845|1246350845
4f86dfab-d0ce-4bab-ab50-147aa69b2ca1|9c32a148-f035-466e-9cd2-71ccc150941c|||||-10%*|0.1|%|-17.0|||||||1246350880|1246350880
c019a588-7239-4b6f-9e57-c1bc40c90597|da723e94-1ed5-4e36-bb13-0d7fa2679476|||||-10%*|0.1|%|-7.0|||||||1246350966|1246350966
4a0ef56e-a109-45e9-94a3-5af7acc37372|6de8c2a9-059f-4b6a-b662-8d3a0b334a86|||||-20%*|0.2|%|-10.0|||||||1246856445|1246856445
c8ce42c7-0c86-42b0-927b-ec3903071cc6|cc3f3d73-2a04-4785-a722-1d08fa82f0aa|||||-10%*|0.1|%|-6.0|||||||1247011809|1247011809
864e5b1e-01ad-43b2-9bb1-f9a69df15454|b79fac82-2d05-45f0-b87d-dea86a4300cc|||||-10%*|0.1|%|-12.0|||||||1247136479|1247136479
b32f7b97-e389-4099-a08d-f001258d98fe|3c83157a-e389-46d9-a3b7-372a379d800f|||||-20%*|0.2|%|-6.0|||||||1247275957|1247275957
a6e04628-c23b-4894-ae6b-258b3bbfd1ce|a777926c-b0f7-47fe-a25b-3f7585cc72b2|||||-10%*|0.1|%|-3.0|||||||1247283817|1247283817
395eb7c4-3fd3-4c21-b3ab-0895295e854a|87003412-0860-4191-bc1e-1ed4828cb79d|||||-20%*|0.2|%|-30.0|||||||1247318348|1247318348
33d2e2bb-69ef-46bc-95c5-3cd1bccc4bb5|1bae2ce4-c01c-4f97-a588-8d789d6483ee|||||-20%*|0.2|%|-9.0|||||||1247473137|1247473137
cf67ab63-ff7c-442d-9019-ea90ce4923bd|39d8f6a2-560a-465c-b178-b6180fc7448f|||||-20%*|0.2|%|-15.0|||||||1247736420|1247736420
325a2063-ca33-49c5-ae7c-fe52b8f8f380|27e48ebb-a685-48c4-900f-67f470b70e88|||||-20%*|0.2|%|-7.0|||||||1247753230|1247753230
ca39a5da-8099-4a2c-a648-4e6b27519f2d|51a80ea0-868d-48cb-a9c5-77e799635a3d|||||-10%*|0.1|%|-2.0|||||||1247796519|1247796519
c283b121-a58e-4a26-9edd-93c8bf4a33c8|850e7d3a-0ee0-45d7-b19a-f6be4a6f7bee|||||-10%*|0.1|%|-6.0|||||||1247823562|1247823562
06987a11-2121-4073-98a0-8d7917f95b49|4463a35b-fa26-4dc8-b63b-3d03d2f093e3|||||-10%*|0.1|%|-8.0|||||||1247829186|1247829186
7e2daeeb-bf17-4488-8873-3c5adba19271|8a14dbdd-0716-4385-80c2-f896004792dc|||||-10%*|0.1|%|-6.0|||||||1247908648|1247908648
