eb7afc2c-a0ca-4ec2-8bc6-6c3d93f18708|4de642a0-6110-4096-8171-30f39a01f16b|c9160c1c-8671-4099-82a8-26e74532410e|正常冰|0.0|1245887430|1245887430
0104f4d4-fcbe-4876-a74a-0186d41cc354|4de642a0-6110-4096-8171-30f39a01f16b|c9160c1c-8671-4099-82a8-26e74532410e|少糖|0.0|1245887430|1245887430
4504195e-7dea-48d3-aac0-41e34c683ac2|4de642a0-6110-4096-8171-30f39a01f16b|c9160c1c-8671-4099-82a8-26e74532410e|入奶球|0.0|1245887430|1245887430
d42d9652-1875-4491-8d63-0dfe8289ece1|beb36bbb-269b-4c4c-81f1-f52ff35c9b34|1b6795a8-0f5c-4711-90ae-13d450c4a2e0|少冰|0.0|1245887586|1245887586
29594344-c5aa-495d-8d0f-445592492aa0|beb36bbb-269b-4c4c-81f1-f52ff35c9b34|1b6795a8-0f5c-4711-90ae-13d450c4a2e0|正常糖|0.0|1245887586|1245887586
6db62c11-a2cc-40e2-9f39-a517204d03b9|0a195e10-7e05-4442-b4b8-ace31707fdb0|ee89462b-f39f-4927-a1b3-8060d6bfb859|去冰|0.0|1245888279|1245888279
71bc7292-b3c6-43a6-914c-2e4c7242c71f|0a195e10-7e05-4442-b4b8-ace31707fdb0|ee89462b-f39f-4927-a1b3-8060d6bfb859|無糖|0.0|1245888279|1245888279
a283376e-9e2c-47ca-8b35-c2aac71bed38|13eaebec-efb9-4616-82bb-4552478bd867|3a965e0c-6456-4205-a6f0-606d57e635d4|少冰|0.0|1245888464|1245888464
bf823643-3d85-4338-8ce6-3cde5b8a3677|13eaebec-efb9-4616-82bb-4552478bd867|3a965e0c-6456-4205-a6f0-606d57e635d4|正常糖|0.0|1245888464|1245888464
15ca9ce4-72b1-41a1-bef4-b5a6e5ed7087|13eaebec-efb9-4616-82bb-4552478bd867|3a965e0c-6456-4205-a6f0-606d57e635d4|700cc|5.0|1245888464|1245888464
1c5b5a4c-03ab-4578-96de-547458dabc5a|13eaebec-efb9-4616-82bb-4552478bd867|c0eef3a1-5088-4e8b-80b1-88d7e60368d2|少冰|0.0|1245888464|1245888464
69c335c8-4da5-4cde-8e72-9f6205df9e13|13eaebec-efb9-4616-82bb-4552478bd867|c0eef3a1-5088-4e8b-80b1-88d7e60368d2|半糖|0.0|1245888464|1245888464
736a0d02-2216-47b5-97cc-14b5a8d8cc7c|13eaebec-efb9-4616-82bb-4552478bd867|c0eef3a1-5088-4e8b-80b1-88d7e60368d2|700cc|5.0|1245888464|1245888464
7d8eab58-971e-47c9-b3d4-7089a22c38d0|5a7457c9-91fd-4247-864f-46916ff5ec4a|3d46ad0b-2478-4451-a5e6-6a651fa23354|正常冰|0.0|1245888807|1245888807
da51276d-2571-46a7-8a9a-e6cdee836a98|5a7457c9-91fd-4247-864f-46916ff5ec4a|3d46ad0b-2478-4451-a5e6-6a651fa23354|無糖|0.0|1245888807|1245888807
3620b640-b288-4253-8e40-8305c6ee005d|5a7457c9-91fd-4247-864f-46916ff5ec4a|7c855947-94f5-4467-b6dd-97325eae3a70|正常冰|0.0|1245888807|1245888807
a0d745af-685d-4f72-b05b-80cdcce0746d|5a7457c9-91fd-4247-864f-46916ff5ec4a|7c855947-94f5-4467-b6dd-97325eae3a70|正常糖|0.0|1245888807|1245888807
4cf75d27-77ce-48b0-a96f-2fb633c070d0|5a7457c9-91fd-4247-864f-46916ff5ec4a|23e5755d-f9c7-457c-ba25-0ea107eb6599|正常冰|0.0|1245888807|1245888807
8bafb016-ff6b-404d-b2df-f7a25fdc88ef|5a7457c9-91fd-4247-864f-46916ff5ec4a|23e5755d-f9c7-457c-ba25-0ea107eb6599|正常糖|0.0|1245888807|1245888807
